,key
5366,it:lombardia:ctrn:strade_secondarie:FID_
5367,ref:FR:PTT:NRA
5368,gtfs:agency_id
5369,school:HT
5370,cycleway:both:traffic_sign
5371,PERIMETER
5372,addr_cnt
5373,it:lombardia:ctrn:strade_secondarie:DTIPOARCO
5374,seamark:light:multiple
5375,antenna
5376,payment:license_plate
5377,toilets:paper_supplied
5378,note:deplacer4mE
5379,traffic:sensor:ref
5380,demolished:railway
5381,mimics
5382,name:bo_wylie
5383,fuel:taxfree_diesel
5384,insurance:KFAW
5385,magic:DESC_
5386,currency:INR
5387,not:crossing
5388,traffic_intervention
5389,ref:vatin:ve
5390,magic:NAME
5391,service:postnord
5392,mow
5393,seamark:notice:2:orientation
5394,insurance:GKK
5395,cycle_highway
5396,railway:interlaced
5397,overtaking:caravan
5398,wikipedia:ja
5399,evacuation_centre
5400,access:foot
5401,payment:postfinance_card
5402,ref:RBO
5403,operator:ur
5404,railway:signal:combined:deactivated
5405,CLA_PRES
5406,ref:left
5407,service:bicycle:sales
5408,tourism_1
5409,ELEVATION
5410,addr:country:ru
5411,addr:country:zh
5412,education:pta
5413,COD_HAB
5414,TIPO
5415,seamark:sea_area:category
5416,tactile_paving:colour
5417,recycling:rubble
5418,COLOR
5419,village
5420,Latitude
5421,name:vo
5422,surface:material
5423,Longitude
5424,lamp_shape
5425,hazmat:D
5426,health_specialty:dentistry
5427,seamark:radar_transponder:group
5428,kerb:start
5429,source:feature
5430,recycling:low_energy_bulbs
5431,humanitarian_use
5432,interchange
5433,CPRRO_
5434,CPRRO_ID
5435,hazmat:B
5436,motorcycle:clothes
5437,trolley:deposit
5438,ref:alt
5439,college
5440,source:office
5441,kneipp_water_cure:foot
5442,education_form:parttime
5443,name:mwl
5444,railway:signal:crossing:shortened
5445,fare_area
5446,TEN-T
5447,oneway:speed_pedelec
5448,Block
5449,short_name:fr
5450,abandoned:natural
5451,sidewalk:both:wheelchair
5452,alley
5453,official_name:de
5454,center_turn_lane
5455,charge:conditional
5456,socket:tesla_supercharger:output
5457,railway:zub123
5458,railway:signal:minor:deactivated
5459,name:kv
5460,sti
5461,addr:street:old
5462,source:hazard
5463,it:fvg:regional_catalog:corsi_acqua:note
5464,check_date:handrail
5465,ref:lukr:DAGS_LEIDR
5466,pole:role
5467,seamark:light:8:national_information
5468,amenity:wikipedia
5469,pole:shape
5470,hazard:type
5471,ref:lukr:VINNSLA_F
5472,region_nom
5473,ref:lukr:OBJECTID
5474,lukr:_TEGUND_
5475,ref:lukr:RUTT_BREID
5476,ref:lukr:NAKV_XY
5477,ref:lukr:SVF
5478,ref:lukr:TEG
5479,ref:lukr:DAGS_INN
5480,ref:lukr:ASTAND
5481,ref:lukr:AR_ADG
5482,ref:lukr:UPPR
5483,ref:lukr:FLOKKUR
5484,type:ccda
5485,ref:lukr:NAKV
5486,ref:lukr:RUTT
5487,ref:lukr:VIDMIDUN_P
5488,ref:lukr:BREIDD
5489,ref:lukr:STIGAFLOKK
5490,ref:lukr:UTBSV
5491,ref:lukr:DAGS_BREYT
5492,ref:lukr:AR_LAGF
5493,ref:lukr:AR_LAGT
5494,ref:lukr:DAGS_UPPF
5495,ref:lukr:DAGS_UPPR
5496,source:ref:FR:STIF
5497,railway:signal:form
5498,political
5499,tilted
5500,education:school_head
5501,name:vec
5502,ref:capad2014_osm
5503,ref:megalithic.co.uk
5504,SUBTYPEFIE
5505,education:program_counselling
5506,reception_desk
5507,massgis:ID
5508,artist
5509,traffic:sensor
5510,seamark:berth:minimum_depth
5511,addr:type:description
5512,ref:lukr:NOTANDI
5513,disused:phone
5514,former_name
5515,ref:no
5516,operator:ref:inn
5517,EntityHand
5518,abandoned:shop
5519,memorial:note
5520,sidewalk:bicycle
5521,shape_length
5522,speed_camera
5523,license_plate_code
5524,IPP:CodQuadra
5525,footway:surface:colour
5526,oneway:motorcar
5527,tank:type
5528,incorporation_type
5529,CODE
5530,election:parliament
5531,construction:public_transport
5532,colour:reflector
5533,destination:1
5534,restaurant:type:it
5535,SubClasses
5536,note:destination
5537,designation:NL:wegenwet
5538,pole:color
5539,was:website
5540,PFM:garmin_type
5541,collection_times:signed
5542,historic:voltage
5543,name:krc
5544,payment:yucho_pay
5545,railway:signal:station_distant:caption
5546,genus:nl
5547,height:source
5548,kerb:end
5549,winter_service:quality
5550,pos
5551,ref:lukr:GAGNA_EIGN
5552,addr:place:simc
5553,countdown_timer:vehicles
5554,nhd-shp:FTYPE
5555,piste:grooming:priority
5556,name:yue-Hant
5557,water_place_access
5558,blm:closurestat
5559,roofninja:version
5560,lamp_number
5561,name:he2
5562,old_name:ar
5563,caltrans:district
5564,lamp_count
5565,ref:FR:STIF:ExternalCode_Line
5566,name:lij
5567,seamark:water_turbulence:category
5568,Shape_len
5569,hazard:name
5570,forest
5571,abandoned:aerialway
5572,security_desk
5573,cash_withdrawal:operator
5574,seamark:beacon_cardinal:shape
5575,source:colour
5576,features
5577,removed:addr:street
5578,payment:huawei_pay
5579,hazmat:C
5580,ref:GB:nhle
5581,place:origin
5582,climbing:multipitch
5583,wheelchair:entrance_width
5584,name:fo
5585,old_reg_ref
5586,manhole:shape
5587,lukr:_d_TEGUND_
5588,payment:mipay
5589,traffic_sign:backward:side
5590,image:1
5591,colonnade:right
5592,network:ru
5593,destination:arrow:lanes
5594,maxheight_referencelevel
5595,IPP:ENDERECO
5596,ticket_validator
5597,historic:frequency
5598,surface.material
5599,eddy_current_brake
5600,xmas:url
5601,freight
5602,greenhouse
5603,website:regulation
5604,alt_name:it
5605,sett:pattern
5606,SWBD_facc_code
5607,generator:output:heat
5608,currency:BCH
5609,building:developer
5610,seamark:daymark:colour_pattern
5611,seamark:notice:2:information
5612,cycling
5613,seamark:light:9:sequence
5614,fruit
5615,alt_name:nan-TL
5616,old_name:fi
5617,ET_ID
5618,cs_dir:forward
5619,pasda:SEGID
5620,building:administration:operator
5621,name:chr
5622,ref:lt:kpdold
5623,ref:FR:Megalis
5624,footway:right
5625,school_district
5626,name:lez
5627,collection_times:lastcheck
5628,left:district
5629,parking:right:markings
5630,point
5631,pole:height
5632,Accuracy
5633,railway:signal
5634,addr3:street
5635,AREA
5636,was:maxspeed
5637,altitude
5638,source:waterway
5639,changing_table:fee
5640,alt_name:fi
5641,language:ro
5642,addr3:housenumber
5643,landfill
5644,delivery_point:type
5645,disused:brand
5646,elev
5647,drink:espresso
5648,carpark
5649,barometer
5650,fixme:name
5651,type:id
5652,source:name:url
5653,payment:app:ios
5654,ORDNUM
5655,SPR_AMD_OR
5656,ZONINGCODE
5657,was:boundary
5658,payment:app:android
5659,CASENUM2
5660,Layer
5661,hole
5662,abandoned:substation
5663,right:district
5664,ref:cw_id
5665,climbing:grade:french:min
5666,proposed:height
5667,RA
5668,visible
5669,bburg:maxspeed
5670,project:geoloc_unicef:id
5671,farm
5672,project:geoloc_unicef
5673,ref:thw
5674,tank
5675,stopping
5676,location:description:de
5677,scvwd:COVERED
5678,hgv:6t
5679,fuel:gasohol_91
5680,name:lrc
5681,lamp_post_material
5682,inlet
5683,education:extra_music
5684,payment:routex
5685,socket:tesla_supercharger_ccs
5686,name:haw
5687,name:diq
5688,ufi
5689,ref:nuts
5690,thw:lv
5691,project:oif-dfen_carteinnov
5692,ref:FR:museofile
5693,sale
5694,reg_id
5695,recycling:tyres
5696,travel_time
5697,Lieu
5698,navigable
5699,disused:addr:street
5700,Shape_area
5701,maxspeed:hgv:forward
5702,place:destination
5703,watsan:cost
5704,alt_name2
5705,motor_vehicle:forward
5706,mp_type
5707,drinking_water:description
5708,monitoring_station:position
5709,description:nr
5710,lst:beskrivning
5711,ocha:fid
5712,monitoring_station:type
5713,socket:tesla_supercharger_ccs:output
5714,alt_name:nan-POJ
5715,seamark:rescue_station:category
5716,service:bicycle:service
5717,weather:rain_gauge
5718,ocha:objectid
5719,recycling:fluorescent_tubes
5720,razed:amenity
5721,climbing:grade:french:max
5722,health_person:type
5723,source:voltage
5724,to:ar
5725,message:opposite
5726,date_de_val
5727,tag
5728,odbl:note
5729,seamark:landmark:height
5730,service:bicycle:bicycle
5731,tiger:state_id
5732,hires
5733,obstacle:blind
5734,destination:colour:text:forward
5735,was:traffic_sign
5736,visible_name
5737,ref:wmata
5738,minspeed:type
5739,thw:rb
5740,ref:IHSI
5741,note:bicycle
5742,education:extra_drama
5743,currency:BYN
5744,bath:sand_bath
5745,old_prow_ref
5746,seamark:anchorage:category
5747,aerial
5748,rcn:name
5749,weather:barometer
5750,water_place_durability
5751,website:stock
5752,addr:erf
5753,addr:type:de
5754,drain:ele
5755,lamp_state
5756,Attribution
5757,overground
5758,demolished:man_made
5759,abandoned:operator
5760,was:operator:short
5761,bridge:name:zh
5762,ref:FR:DREAL
5763,ref:FR:Megalis:NRO
5764,opened
5765,VANNBR
5766,done
5767,ref:KICEO
5768,old_phone
5769,education:extra_scouts
5770,network:he
5771,communication:4G
5772,nhd-shp:ComID
5773,nhd-shp:FDate
5774,bad_maxspeed
5775,animal_training
5776,note:sanitation_quality
5777,note:traffic
5778,alt_name:nan-HJ
5779,street_name
5780,maxwidth:conditional
5781,canal_banks_left
5782,nset:DDA_building_id
5783,alt
5784,building:approx_footprint_area
5785,building:type_of_construction
5786,building:damage_grade_Gorkha_eq
5787,building:primary_occupancy
5788,planned:highway
5789,destination:colour:text:backward
5790,temp
5791,was:admin_level
5792,fuel:octane_93
5793,hvg
5794,cat
5795,tram:lanes:forward
5796,maintenance:it
5797,industrial:type
5798,railway:electricity:jumpering
5799,tiger:LINEARID
5800,island
5801,damboinquerito
5802,branch:ja
5803,railway:zub
5804,_FDate_
5805,_FCode_
5806,_Resolution_
5807,qroti:stop_num
5808,_Permanent__
5809,_crc
5810,_ReachCode_
5811,fuel:gasohol_95
5812,inep
5813,gtfs_parent_station
5814,socket:type3
5815,surface_1
5816,tactile_paving:left
5817,track_class
5818,parking:condition:maxstay
5819,taxi:lanes
5820,maptimela:reviewed
5821,outdoor_seating:comfort
5822,peak
5823,vehicle:colour
5824,entrance:type
5825,_FTYPE_
5826,railway:service
5827,OBJNAME
5828,toilets:unisex
5829,remotely_controllable
5830,abandoned:tourism
5831,railway:pzb:type
5832,communication:antenna
5833,cycleway:both:surface
5834,proposed:route
5835,tactile_writing:braille:en
5836,building:occupant_num
5837,name:xmf
5838,seamark:notice:1:information
5839,text
5840,hygrometer
5841,railway:signal:whistle:twice
5842,speisebezirk
5843,is_in:island
5844,addr:street:oc
5845,climbing:bolts
5846,tactile_paving:right
5847,proposed:material
5848,lengths:left
5849,socket:type1:output
5850,highway:give_way
5851,parent_basin
5852,is_in:shire
5853,heritage:name
5854,ice_cream
5855,ref:LOCODE
5856,disused:addr:place
5857,addr:housenumber:old
5858,socket:type3c
5859,disused:healthcare
5860,education:exam_center
5861,operator_name
5862,clopin:route
5863,LOS2
5864,raceway
5865,mindistance:hgv
5866,seamark:notice:2:addition
5867,ref:code_mecano
5868,blm:maintlvl
5869,insulation
5870,iced_water
5871,placement:start
5872,_area_ha_
5873,skateboard
5874,incorrect:name
5875,static_caravan:type
5876,idp:source_20150514
5877,SWBD_cell
5878,actuator
5879,gns:name:generic
5880,canal_banks_right
5881,destination:distance:forward
5882,access:note:de
5883,SWBD_wb
5884,factory
5885,defibrillator:location:de
5886,abandoned:barrier
5887,clopin:id
5888,branch:wikidata
5889,hdop
5890,emergency:hazard_type
5891,MAPA
5892,source_ref:maxweight
5893,recycling:pmd
5894,branch:wikipedia
5895,payment:nanaco
5896,sidepath:refname
5897,was:addr:street
5898,tactile_surface
5899,seamark:light:9:national_information
5900,payment:smart_code
5901,elevation_from_road
5902,ref:FR:INPN
5903,related:wikidata
5904,mtb:name:he
5905,a
5906,note:railway
5907,low_emission_zone
5908,alt_name:br
5909,cycleway:separation:left
5910,seamark:fog_signal:period
5911,blaze
5912,building:style
5913,note:hist:pl
5914,authorization
5915,left:parish
5916,import_tools
5917,fire_hydrant:flow_rate
5918,access:note:en
5919,kursbuchstrecke
5920,website:en
5921,guid:belorusneft
5922,ref:manufacturer_inventory
5923,light:lit:note
5924,KSJ2:CN2
5925,CODE_06
5926,note:sign_quality
5927,placement:end
5928,biotic_reef:type
5929,roof_thickness
5930,railway:acses
5931,tactile_paving:both
5932,projet:lupaci
5933,sensor_ref:lanes
5934,3dr:length1
5935,vehicle:forward
5936,name:ang
5937,glacial
5938,building:underground
5939,class:bicycle:mtb:technical
5940,ref:mml
5941,wta:name
5942,pets_allowed
5943,url:1
5944,railway:signal:height
5945,was:brand
5946,source:agency
5947,vehicle:backward
5948,street_name:fi
5949,trailblazed:visibility
5950,LEVEL
5951,ref:FR:Paris:DSP
5952,barrier:turnstile
5953,ref:derke
5954,coffee
5955,shrubbery
5956,building:ref
5957,public
5958,lamp_measure
5959,railway:tpws
5960,NUMSYMBOL
5961,esr:code
5962,name:sah
5963,authentication:key
5964,ref:hafas
5965,parking:both:reason
5966,source:ref:url
5967,dir_ref
5968,grassland:managed
5969,estado agrietado
5970,LMCU:OBJECTID
5971,seamark:fairway:minimum_depth
5972,Y
5973,ref:rema
5974,drain:cover_type
5975,maxspeed:hgv:backward
5976,old_name:be
5977,ssc:class
5978,addr:room
5979,X
5980,recycling
5981,PARROQUIA
5982,taxon:cs
5983,gas
5984,alt_name:lt
5985,destination:colour:back:forward
5986,REFCAT
5987,small_electric_vehicle
5988,is_in:zh
5989,portage
5990,camera:features
5991,sazp:type
5992,fine:foot
5993,ref:sprockhoff
5994,currency:HUF
5995,authentication:short_message
5996,teryt:ulic
5997,park
5998,disputed_by
5999,LICENSEE
6000,post_office:service_provider
6001,boundary_admin_level2_name
6002,image:classroom
6003,timeo
6004,railway:ebicab
6005,note:covid19
6006,crossing:kerb_extension
6007,seamark:notice:1:addition
6008,omkum:code
6009,border_fence
6010,arcade:left
6011,highway:name:zh
6012,source:licence
6013,disused:addr:city
6014,boundary_admin_level3_name
6015,climbing:length:max
6016,sidewalk:left:segregated
6017,gtfs_route_id
6018,website:departures
6019,ref:vbase
6020,express:code
6021,authentication:payment
6022,stage
6023,name:nv
6024,playground:climbingframe
6025,naptan:AltIndicator
6026,name:az-cyr
6027,port
6028,construction:addr:housenumber
6029,design_line_speed
6030,mcn
6031,ref:aladin
6032,CODIGO
6033,ref:note
6034,addr:unit:en
6035,is_in_Dist
6036,LAYER
6037,education:program_sanitary_towel
6038,place:nearestlandmark
6039,was:material
6040,oslostandarden_cycleway_type
6041,FIXME:ref
6042,emergency:ref
6043,railway:usage
6044,ele:DHHN92
6045,description_1
6046,fuel:octane_97
6047,removed:barrier
6048,CONSTRU
6049,lst:vatten_ha
6050,seasonal:winter
6051,oven
6052,maxdraft
6053,ref:cns
6054,FECHABAJA
6055,CALLSIGN
6056,DELEGACIO
6057,name:fil
6058,removed:landuse
6059,comment:hydrology
6060,blind:description:de
6061,parking:left:markings
6062,source:metrics
6063,deelectrified
6064,garage
6065,IPP:TELEFONES
6066,access:hgv
6067,ref:GB:wpd_site
6068,changing_table:count
6069,buildingpart:verticalpassage
6070,destination:distance:backward
6071,cave:length
6072,sccn
6073,tabi:clsid
6074,railway:asfa
6075,lock:height
6076,comuna
6077,was:leisure
6078,left:nation
6079,railway:signal:snowplow:deactivated
6080,DfT_AADF
6081,border_fence_type
6082,DfT_AADF_lgv
6083,DfT_AADF_bus
6084,DfT_AADF_car
6085,DfT_AADF_hgv
6086,checked_exists:date
6087,postal_code_serial
6088,type:FR:PLU
6089,name:bxr
6090,MASA
6091,HOJA
6092,border_fence_owner
6093,crane:note
6094,hires:imagery
6095,heritage:website:arqueologia
6096,border_fence_type_detailed
6097,region:type
6098,PARCELA
6099,grave
6100,operational_status:electricity
6101,valid_from
6102,level_crossing:RFF:type
6103,payment:mobile_app
6104,b
6105,image:compound
6106,source:wiki
6107,lamp:colour
6108,waterway:maxspeed
6109,recycling:engine_oil
6110,razed:gauge
6111,highways_england:area
6112,hires:checkdate
6113,image:pointofinterest
6114,name:dz
6115,piste:operator
6116,FECHAALTA
6117,water_tank:quantity
6118,handle
6119,was:design
6120,name:simple
6121,proposed:network
6122,bicycle:designated:type
6123,wood:damage
6124,COORX
6125,COORY
6126,NINTERNO
6127,working_test
6128,draisine
6129,monitoring:water_quality
6130,destroyed:natural
6131,pe:minedu:codigo_local
6132,ref:lupaci_id
6133,KSJ2:CON
6134,inventory:operator
6135,drain:covered
6136,disused:sport
6137,MANZ
6138,MANZ_
6139,official_name:ga
6140,defect_detector:hot_box
6141,old_name:2
6142,ref:AB
6143,waste_bin
6144,MANZENT
6145,MANZ_ID
6146,smoking:outside
6147,old_name:it
6148,bungalow:type
6149,ref:MMM
6150,obsolete_boundary
6151,health_specialty:emergency_medicine
6152,airport_ref
6153,pin:code
6154,operator:es
6155,fuel:oil
6156,destination:colour:back:backward
6157,auto_rickshaw
6158,step.length
6159,addr:street:wikidata
6160,taluk
6161,communication:military
6162,tunnel:name:ja
6163,ref:SUKL
6164,source:workrules
6165,building:waterproof_bulk
6166,name:als
6167,razed:electrified
6168,maxbogieweight
6169,education:operate_as
6170,tracktype:mapbox
6171,paving_stones:material
6172,education:program_orphans
6173,watsan:availability
6174,name:ota
6175,seamark:fog_signal:group
6176,nps:route_desc
6177,seamark:anchorage:name
6178,PTX:date
6179,hazard:backward
6180,barrier:obstacle_type
6181,ref:IPIC
6182,landfill:waste
6183,owner:wikipedia
6184,statue
6185,ref:VBB
6186,arcade:right
6187,source2
6188,isced
6189,step.height
6190,piste:abandoned
6191,rent:lpg_bottles
6192,medical_supply
6193,overtaking:conditional
6194,bell_tower
6195,DfT_traffic_counter_ref
6196,left:region
6197,buried:wikidata
6198,source:mdds:PLCN
6199,source:ownership
6200,security
6201,source:ownership:date
6202,dist:gold
6203,ref:ornl
6204,zona
6205,airside
6206,graffiti:tag
6207,contact
6208,right:parish
6209,decade_built
6210,source:name:or
6211,inventory:type
6212,TestDelete
6213,historic:barrier
6214,garden
6215,name:uk:word_stress
6216,polling_station:ref
6217,gtfs:agency_url
6218,name:su
6219,LOCNUM
6220,ALLSTRUC
6221,name:pot
6222,LIC_ID
6223,gtfs:agency_name
6224,SUPSTRUC
6225,proposed:highspeed
6226,barrier:colour
6227,cyclability
6228,name:pcd
6229,street_lamp:type
6230,description:entrance
6231,NIVSOCIO
6232,guidepost:bicycle
6233,extrude
6234,patrolled
6235,destroyed
6236,tributary_of
6237,voltage:design
6238,capacity:covid19
6239,LAT_DMS
6240,LONDIR
6241,LATDIR
6242,LON_DMS
6243,ref:TBK
6244,operator:short_name
6245,dbh_estimate
6246,highway:2002-2003
6247,source:highway:secondary
6248,was:source
6249,source:golf
6250,diet:pescetarian
6251,maxgvweightrating:hgv
6252,ref:mkrf_theaters
6253,authority
6254,education:fees_admission
6255,cycleway:right:surface:colour
6256,association
6257,addr:lot_number
6258,name:ace
6259,name:bm
6260,is_capital
6261,razed:ref
6262,was:tourism
6263,name:gan
6264,old_name:se
6265,tactile_writing:braille:de
